DebateId1,DebateId2,positionA,positionB,testedPosition,candidate1Model,candidate2Model,candidateStarting,Judge 1 (gemma-4-31b-it) winner,Judge 1 (gemma-4-31b-it) confidence,Judge 2 (qwen3-30b-a3b-instruct-2507) winner,Judge 2 (qwen3-30b-a3b-instruct-2507) confidence,Judge 3 (glm-4.7) winner,Judge 3 (glm-4.7) confidence
58,60,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,gemma-4-31b-it,apertus-70b-instruct-2509,yes,gemma-4-31b-it,1.00,apertus-70b-instruct-2509,0.95,gemma-4-31b-it,0.75
59,57,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,apertus-70b-instruct-2509,yes,gemma-4-31b-it,0.90,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
59,57,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,apertus-70b-instruct-2509,gemma-4-31b-it,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
60,58,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,apertus-70b-instruct-2509,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.70
60,58,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,apertus-70b-instruct-2509,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.70
61,63,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
61,63,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,no,qwen3-30b-a3b-instruct-2507,1.00,meta-llama-3.1-8b-instruct,0.95,qwen3-30b-a3b-instruct-2507,0.70
62,64,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
62,64,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,yes,qwen3-30b-a3b-instruct-2507,1.00,meta-llama-3.1-8b-instruct,0.95,qwen3-30b-a3b-instruct-2507,0.70
63,61,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.85
63,61,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,no,Tie,0.80,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.70
64,62,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.70
64,62,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,yes,Tie,0.80,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
65,67,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,meta-llama-3.1-8b-instruct,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.60
65,67,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,gemma-4-31b-it,meta-llama-3.1-8b-instruct,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
66,68,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,meta-llama-3.1-8b-instruct,gemma-4-31b-it,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.70
66,68,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,gemma-4-31b-it,meta-llama-3.1-8b-instruct,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
67,65,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,meta-llama-3.1-8b-instruct,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
67,65,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,meta-llama-3.1-8b-instruct,gemma-4-31b-it,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.80
68,66,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,meta-llama-3.1-8b-instruct,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
68,66,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,meta-llama-3.1-8b-instruct,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
69,71,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,qwen3-30b-a3b-instruct-2507,gemma-4-31b-it,yes,qwen3-30b-a3b-instruct-2507,0.85,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
69,71,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,gemma-4-31b-it,qwen3-30b-a3b-instruct-2507,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
70,72,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,qwen3-30b-a3b-instruct-2507,gemma-4-31b-it,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
70,72,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,gemma-4-31b-it,qwen3-30b-a3b-instruct-2507,yes,gemma-4-31b-it,1.00,qwen3-30b-a3b-instruct-2507,0.95,gemma-4-31b-it,0.75
71,69,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,qwen3-30b-a3b-instruct-2507,yes,gemma-4-31b-it,0.85,gemma-4-31b-it,0.95,gemma-4-31b-it,0.60
71,69,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,qwen3-30b-a3b-instruct-2507,gemma-4-31b-it,no,qwen3-30b-a3b-instruct-2507,0.85,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
72,70,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,A,gemma-4-31b-it,qwen3-30b-a3b-instruct-2507,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.70
72,70,"Museums should repatriate artifacts because physical ownership belongs to the source cultures as a matter of historical justice, while advanced digital twins can fulfill the global educational mission.",Museums should retain physical artifacts because universal museums safeguard global heritage against localized geopolitical instability and provide unparalleled physical access to diverse global audiences.,B,qwen3-30b-a3b-instruct-2507,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
73,75,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,meta-llama-3.1-8b-instruct,yes,apertus-70b-instruct-2509,0.80,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.75
73,75,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,meta-llama-3.1-8b-instruct,apertus-70b-instruct-2509,no,meta-llama-3.1-8b-instruct,0.80,apertus-70b-instruct-2509,0.95,meta-llama-3.1-8b-instruct,0.60
74,76,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,meta-llama-3.1-8b-instruct,no,apertus-70b-instruct-2509,1.00,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.75
74,76,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,meta-llama-3.1-8b-instruct,apertus-70b-instruct-2509,yes,apertus-70b-instruct-2509,0.85,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.60
75,73,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,meta-llama-3.1-8b-instruct,apertus-70b-instruct-2509,yes,apertus-70b-instruct-2509,1.00,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.70
75,73,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,meta-llama-3.1-8b-instruct,no,apertus-70b-instruct-2509,1.00,meta-llama-3.1-8b-instruct,0.95,apertus-70b-instruct-2509,0.70
76,74,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,meta-llama-3.1-8b-instruct,apertus-70b-instruct-2509,no,apertus-70b-instruct-2509,1.00,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.60
76,74,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,meta-llama-3.1-8b-instruct,yes,apertus-70b-instruct-2509,1.00,meta-llama-3.1-8b-instruct,0.95,apertus-70b-instruct-2509,0.70
77,79,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,qwen3-30b-a3b-instruct-2507,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
77,79,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,qwen3-30b-a3b-instruct-2507,apertus-70b-instruct-2509,no,qwen3-30b-a3b-instruct-2507,1.00,apertus-70b-instruct-2509,0.95,apertus-70b-instruct-2509,0.70
78,80,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,qwen3-30b-a3b-instruct-2507,no,qwen3-30b-a3b-instruct-2507,1.00,apertus-70b-instruct-2509,0.95,qwen3-30b-a3b-instruct-2507,0.75
78,80,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,qwen3-30b-a3b-instruct-2507,apertus-70b-instruct-2509,yes,qwen3-30b-a3b-instruct-2507,1.00,apertus-70b-instruct-2509,0.95,qwen3-30b-a3b-instruct-2507,0.70
79,77,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,qwen3-30b-a3b-instruct-2507,apertus-70b-instruct-2509,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.70
79,77,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,qwen3-30b-a3b-instruct-2507,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
80,78,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,qwen3-30b-a3b-instruct-2507,apertus-70b-instruct-2509,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.70
80,78,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,qwen3-30b-a3b-instruct-2507,yes,apertus-70b-instruct-2509,1.00,qwen3-30b-a3b-instruct-2507,0.95,apertus-70b-instruct-2509,0.75
81,83,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,apertus-70b-instruct-2509,0.95,gemma-4-31b-it,0.70
81,83,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,gemma-4-31b-it,apertus-70b-instruct-2509,no,gemma-4-31b-it,1.00,apertus-70b-instruct-2509,0.95,gemma-4-31b-it,0.70
82,84,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,apertus-70b-instruct-2509,gemma-4-31b-it,no,gemma-4-31b-it,0.85,apertus-70b-instruct-2509,0.95,gemma-4-31b-it,0.60
82,84,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,gemma-4-31b-it,apertus-70b-instruct-2509,yes,gemma-4-31b-it,0.80,apertus-70b-instruct-2509,0.95,gemma-4-31b-it,0.75
83,81,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,gemma-4-31b-it,apertus-70b-instruct-2509,yes,gemma-4-31b-it,0.90,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
83,81,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,gemma-4-31b-it,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.75
84,82,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,gemma-4-31b-it,apertus-70b-instruct-2509,no,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,gemma-4-31b-it,0.85
84,82,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,apertus-70b-instruct-2509,gemma-4-31b-it,yes,gemma-4-31b-it,1.00,gemma-4-31b-it,0.95,apertus-70b-instruct-2509,0.75
85,87,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
85,87,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.85
86,88,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.70
86,88,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,yes,qwen3-30b-a3b-instruct-2507,1.00,meta-llama-3.1-8b-instruct,0.95,qwen3-30b-a3b-instruct-2507,0.75
87,85,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.80
87,85,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.85
88,86,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,qwen3-30b-a3b-instruct-2507,meta-llama-3.1-8b-instruct,no,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.85
88,86,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,meta-llama-3.1-8b-instruct,qwen3-30b-a3b-instruct-2507,yes,qwen3-30b-a3b-instruct-2507,1.00,qwen3-30b-a3b-instruct-2507,0.95,qwen3-30b-a3b-instruct-2507,0.75
89,91,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",A,meta-llama-3.1-8b-instruct,gemma-4-31b-it,yes,gemma-4-31b-it,0.90,gemma-4-31b-it,0.95,gemma-4-31b-it,0.80
89,91,"Firms should pursue de-extinction because resurrecting keystone species can actively restore broken ecological balances, undo historical damage, and yield vital genetic engineering insights.","Firms should halt de-extinction efforts because they divert scarce funding from current biodiversity crises, risk unpredictable ecological disruptions, and raise severe animal welfare concerns during initial cloning phases.",B,gemma-4-31b-it,meta-llama-3.1-8b-instruct,no,gemma-4-31b-it,1.00,meta-llama-3.1-8b-instruct,0.95,gemma-4-31b-it,0.75
